id,created_at,asset_id,path
1,2025-01-29 12:14:45.917714+00,1,//LENOVO-IdeaPad-Slim-5-14ABR8-Ryzen-7-7730U-16GB-512GB-SSD-Win-11-Home-82XE009UID--Cloud-Grey-9727fc734d9b4493810cd9af56d4a6d5_medium.jpg
